order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,order_year,order_month,order_month_name,profit_amount,calculated_profit_margin
O112111,C14939,P244747,Electronics,302.34,0.0,1,Wallet,2024-05-27,4,Central,No,391.76,9.74,58.31,48,Male,2024,5,May,382.02,97.51378394935675
O112112,C15432,P241833,Beauty,23.59,0.05,1,Credit Card,2025-05-17,6,West,No,22.41,5.18,4.9,69,Female,2025,5,May,17.23,76.88531905399375
O112113,C11386,P234349,Home,230.78,0.0,2,Debit Card,2024-11-24,6,West,No,391.76,10.03,80.58125000000001,21,Male,2024,11,November,381.73,97.43975903614458
O112114,C14763,P203957,Electronics,302.34,0.1,1,UPI,2024-07-28,5,East,No,391.76,10.33,80.58125000000001,48,Male,2024,7,July,381.43,97.3631815397182
O112115,C13047,P237358,Beauty,11.17,0.3,4,Credit Card,2024-02-24,5,North,No,31.28,4.69,9.39,20,Female,2024,2,February,26.59,85.00639386189258
O112116,C12427,P214913,Fashion,27.27,0.15,2,UPI,2024-02-14,5,East,No,46.36,5.53,10.7,51,Female,2024,2,February,40.83,88.0716134598792
O112117,C16854,P209797,Fashion,69.2,0.15,1,Debit Card,2024-10-03,7,East,No,58.82,6.64,13.95,33,Female,2024,10,October,52.18,88.71132267936076
O112118,C16038,P207531,Electronics,302.34,0.0,1,PayPal,2025-01-09,8,East,No,384.63,9.24,36.92,21,Female,2025,1,January,375.39,97.59769128773105
O112119,C12004,P213825,Grocery,23.94,0.15,1,UPI,2024-11-21,3,North,No,20.35,4.43,-2.8,24,Other,2024,11,November,15.920000000000002,78.23095823095824
O112120,C17841,P206911,Sports,51.9,0.3,1,Credit Card,2024-03-14,4,West,No,36.33,5.67,5.23,50,Male,2024,3,March,30.659999999999997,84.39306358381502
O112121,C11930,P232316,Fashion,23.28,0.05,3,Credit Card,2025-08-20,8,East,No,66.35,5.09,18.13,33,Male,2025,8,August,61.25999999999999,92.32856066314996
O112122,C17637,P205731,Grocery,12.59,0.1,1,Credit Card,2024-11-15,3,North,No,11.33,1.83,-0.92,29,Male,2024,11,November,9.5,83.84819064430715
O112123,C14841,P217279,Grocery,3.08,0.05,1,Credit Card,2024-05-01,7,South,No,2.93,3.1,-2.87,53,Female,2024,5,May,-0.16999999999999993,-5.802047781569963
O112124,C14770,P247558,Toys,2.79,0.3,2,Debit Card,2025-09-02,5,East,No,3.91,1.55,0.01,68,Male,2025,9,September,2.3600000000000003,60.35805626598466
O112125,C12163,P246223,Sports,37.52,0.05,1,UPI,2023-12-25,5,West,No,35.64,6.09,4.6,65,Female,2023,12,December,29.55,82.91245791245791
O112126,C16748,P244223,Home,32.69,0.0,4,Debit Card,2024-08-07,7,Central,No,130.76,6.88,29.73,68,Female,2024,8,August,123.88,94.73845212603243
O112127,C15161,P224416,Home,10.88,0.0,1,Debit Card,2024-09-29,5,East,No,10.88,4.22,-1.17,35,Male,2024,9,September,6.660000000000001,61.21323529411765
O112128,C13867,P228000,Home,208.17,0.1,1,COD,2024-05-05,4,West,No,187.35,6.99,45.47,29,Other,2024,5,May,180.35999999999999,96.26901521216973
O112129,C12426,P212045,Grocery,11.32,0.0,1,Credit Card,2024-06-20,6,West,No,11.32,3.09,-2.18,18,Female,2024,6,June,8.23,72.70318021201415
O112130,C13793,P236299,Toys,23.74,0.05,1,Debit Card,2024-02-08,9,South,No,22.55,2.82,6.2,60,Male,2024,2,February,19.73,87.49445676274944
O112131,C17373,P210666,Fashion,13.75,0.0,1,Credit Card,2024-04-21,5,South,No,13.75,4.15,0.66,25,Male,2024,4,April,9.6,69.81818181818181
O112132,C12513,P218245,Beauty,10.27,0.05,2,PayPal,2024-02-17,5,East,No,19.51,3.51,5.27,60,Male,2024,2,February,16.0,82.00922603792927
O112133,C13803,P232566,Beauty,4.52,0.0,1,Credit Card,2023-12-09,6,South,No,4.52,3.91,-1.88,28,Male,2023,12,December,0.6099999999999994,13.495575221238926
O112134,C12327,P227339,Toys,119.63,0.0,1,Credit Card,2024-09-30,4,North,No,119.63,7.3,40.55,51,Male,2024,9,September,112.33,93.89785170943743
O112135,C17815,P204852,Electronics,85.36,0.05,1,Credit Card,2023-09-27,4,South,No,81.09,4.41,5.32,19,Male,2023,9,September,76.68,94.56159822419534
O112136,C10617,P216414,Sports,19.31,0.05,4,COD,2024-05-11,4,South,No,73.38,6.46,15.55,25,Female,2024,5,May,66.92,91.19651131098394
O112137,C12165,P214281,Fashion,51.82,0.05,1,UPI,2024-11-13,5,West,No,49.23,6.98,10.25,46,Male,2024,11,November,42.25,85.82165346333537
O112138,C13308,P248538,Electronics,181.07,0.0,1,Debit Card,2023-12-05,4,West,No,181.07,5.82,15.91,57,Female,2023,12,December,175.25,96.78577345777877
O112139,C16452,P247155,Sports,224.91,0.15,2,COD,2024-09-21,5,West,No,382.35,8.44,80.58125000000001,68,Female,2024,9,September,373.91,97.79259840460311
O112140,C17623,P228031,Fashion,92.56,0.05,1,Debit Card,2025-02-16,3,North,No,87.93,6.23,24.55,50,Male,2025,2,February,81.7,92.91481860570909
O112141,C17642,P216626,Sports,209.23,0.05,2,Credit Card,2025-03-30,5,Central,No,391.76,9.15,80.58125000000001,46,Male,2025,3,March,382.61,97.66438635899532
O112142,C16243,P223302,Electronics,302.34,0.2,1,UPI,2025-07-05,6,South,No,385.42,8.72,37.53,21,Male,2025,7,July,376.7,97.73753308079498
O112143,C16404,P245741,Grocery,2.86,0.05,1,COD,2024-12-03,3,Central,No,2.72,0.78,-0.56,31,Female,2024,12,December,1.9400000000000002,71.32352941176471
O112144,C10992,P246691,Toys,3.29,0.1,1,Credit Card,2024-03-01,4,South,No,2.96,2.31,-1.13,50,Female,2024,3,March,0.6499999999999999,21.959459459459456
O112145,C15424,P230112,Fashion,8.28,0.0,1,Credit Card,2025-03-07,6,East,No,8.28,5.03,-2.13,21,Female,2025,3,March,3.249999999999999,39.25120772946859
O112146,C11377,P205511,Sports,169.14,0.0,1,UPI,2024-06-04,6,West,No,169.14,8.42,42.32,30,Male,2024,6,June,160.72,95.02187536951638
O112147,C14381,P238276,Electronics,302.34,0.05,2,Credit Card,2024-03-16,4,West,No,391.76,9.52,80.58125000000001,55,Male,2024,3,March,382.24,97.56994078006943
O112148,C16471,P204668,Sports,302.34,0.05,1,Credit Card,2023-09-13,5,South,No,379.67,9.17,80.58125000000001,23,Female,2023,9,September,370.5,97.58474464666685
O112149,C13174,P206087,Electronics,302.34,0.0,1,UPI,2025-01-12,7,East,No,385.22,9.63,36.6,37,Male,2025,1,January,375.59000000000003,97.50012979596076
O112150,C16206,P207015,Fashion,19.1,0.0,2,Credit Card,2023-10-11,9,East,No,38.2,5.36,8.01,25,Other,2023,10,October,32.84,85.96858638743456
O112151,C14782,P231419,Grocery,2.23,0.0,1,COD,2024-08-11,5,East,No,2.23,2.14,-1.96,62,Female,2024,8,August,0.08999999999999986,4.035874439461877
O112152,C11305,P239430,Electronics,197.9,0.0,1,Credit Card,2025-05-07,5,South,No,197.9,7.01,16.74,65,Male,2025,5,May,190.89000000000001,96.45780697321881
O112153,C15560,P231314,Beauty,8.46,0.1,3,Credit Card,2024-05-21,4,West,No,22.84,5.65,4.63,45,Female,2024,5,May,17.189999999999998,75.26269702276707
O112154,C17460,P211614,Electronics,302.34,0.0,3,Credit Card,2024-04-12,5,East,No,391.76,11.3,80.58125000000001,19,Male,2024,4,April,380.46,97.11558096793955
O112155,C14833,P204003,Sports,19.92,0.0,1,PayPal,2023-09-29,4,West,No,19.92,5.07,0.91,59,Female,2023,9,September,14.850000000000001,74.54819277108435
O112156,C13078,P226235,Fashion,77.8,0.05,5,Credit Card,2024-02-09,4,North,Yes,369.55,8.94,80.58125000000001,61,Male,2024,2,February,360.61,97.5808415640644
O112157,C12686,P233366,Fashion,63.63,0.0,1,COD,2024-01-20,5,South,No,63.63,7.16,15.11,21,Male,2024,1,January,56.47,88.74744617318873
O112158,C12983,P232837,Fashion,70.55,0.0,2,Debit Card,2025-01-18,4,Central,No,141.1,6.78,42.6,31,Male,2025,1,January,134.32,95.19489723600283
O112159,C17259,P208139,Fashion,170.5,0.0,1,PayPal,2024-04-23,5,South,No,170.5,9.18,50.5,55,Male,2024,4,April,161.32,94.6158357771261
O112160,C16054,P209585,Grocery,14.84,0.2,4,Credit Card,2025-09-09,5,North,No,47.49,5.02,-1.22,60,Female,2025,9,September,42.47,89.42935354811539
O112161,C17357,P203659,Grocery,21.46,0.0,3,UPI,2023-12-22,4,South,No,64.38,7.0,-1.85,45,Male,2023,12,December,57.379999999999995,89.12705809257533
O112162,C15990,P226225,Toys,3.75,0.15,2,Credit Card,2025-02-03,5,South,No,6.38,2.55,0.0,63,Female,2025,2,February,3.83,60.03134796238244
O112163,C12523,P205634,Electronics,302.34,0.2,4,UPI,2024-06-07,5,North,No,391.76,10.74,80.58125000000001,63,Female,2024,6,June,381.02,97.25852562793547
O112164,C13582,P239590,Fashion,17.13,0.1,1,UPI,2024-03-01,5,North,No,15.42,2.23,3.17,50,Male,2024,3,March,13.19,85.53826199740597
O112165,C11485,P203682,Beauty,19.64,0.0,2,Wallet,2024-03-02,3,North,No,39.28,6.27,11.41,52,Male,2024,3,March,33.010000000000005,84.03767820773932
O112166,C12100,P235451,Grocery,42.46,0.1,1,UPI,2024-09-22,6,East,No,38.21,6.14,-3.08,42,Female,2024,9,September,32.07,83.93090813923057
O112167,C16897,P204562,Beauty,7.84,0.0,2,COD,2025-08-25,5,North,No,15.68,3.65,3.41,36,Female,2025,8,August,12.03,76.7219387755102
O112168,C14581,P204652,Fashion,6.78,0.15,2,Credit Card,2025-06-10,7,West,No,11.53,3.58,0.46,26,Male,2025,6,June,7.949999999999999,68.95056374674762
O112169,C13715,P245949,Toys,8.93,0.0,1,Debit Card,2025-02-22,7,West,No,8.93,3.41,0.16,34,Male,2025,2,February,5.52,61.814109742441204
O112170,C15609,P221315,Electronics,105.27,0.0,1,Debit Card,2024-02-17,3,North,No,105.27,6.61,6.02,60,Male,2024,2,February,98.66,93.72090814097083
O112171,C12001,P209502,Grocery,15.52,0.1,1,Credit Card,2025-08-28,7,South,No,13.97,6.7,-5.58,56,Female,2025,8,August,7.2700000000000005,52.04008589835362
O112172,C11387,P204713,Grocery,5.3,0.2,2,Credit Card,2024-04-25,3,Central,No,8.48,2.91,-2.23,28,Male,2024,4,April,5.57,65.68396226415094
O112173,C13183,P205413,Grocery,1.85,0.0,1,Credit Card,2024-09-26,5,West,No,1.85,1.88,-1.73,48,Male,2024,9,September,-0.029999999999999805,-1.621621621621611
O112174,C16552,P221984,Electronics,302.34,0.0,1,UPI,2023-09-15,5,West,No,391.76,9.82,80.58125000000001,49,Female,2023,9,September,381.94,97.49336328364305
O112175,C11030,P220487,Beauty,4.24,0.05,1,PayPal,2024-11-18,5,South,No,4.03,0.52,1.29,19,Female,2024,11,November,3.5100000000000002,87.09677419354838
O112176,C11765,P202075,Beauty,10.75,0.05,2,Debit Card,2024-03-27,4,West,No,20.42,4.02,5.17,57,Female,2024,3,March,16.400000000000002,80.31341821743389
O112177,C14763,P233550,Fashion,18.51,0.0,1,Debit Card,2025-08-14,5,North,No,18.51,5.09,1.39,18,Female,2025,8,August,13.420000000000002,72.5013506212858
O112178,C11220,P220190,Beauty,3.58,0.0,1,COD,2025-06-01,5,North,No,3.58,3.48,-1.87,43,Female,2025,6,June,0.10000000000000009,2.793296089385477
O112179,C14930,P232263,Sports,27.76,0.0,1,Debit Card,2023-09-19,5,North,No,27.76,5.77,2.56,38,Male,2023,9,September,21.990000000000002,79.21469740634006
O112180,C14971,P242293,Fashion,87.92,0.0,1,PayPal,2023-12-24,5,West,No,87.92,5.06,25.71,42,Female,2023,12,December,82.86,94.24476797088262
O112181,C13806,P211909,Fashion,6.88,0.0,1,Debit Card,2024-07-18,8,East,No,6.88,2.94,-0.53,50,Female,2024,7,July,3.94,57.26744186046512
O112182,C12414,P229212,Electronics,57.64,0.0,2,UPI,2023-11-09,3,North,No,115.28,7.8,6.03,45,Male,2023,11,November,107.48,93.23386537126996
O112183,C15097,P214962,Grocery,14.23,0.05,1,Wallet,2025-08-08,4,Central,Yes,13.52,5.07,-3.99,44,Male,2025,8,August,8.45,62.5
O112184,C14345,P215853,Toys,3.83,0.0,2,Credit Card,2024-12-22,3,Central,No,7.66,4.8,-1.74,21,Male,2024,12,December,2.8600000000000003,37.33681462140993
O112185,C16035,P234822,Sports,55.68,0.0,1,UPI,2024-05-03,3,Central,No,55.68,4.68,12.02,51,Male,2024,5,May,51.0,91.59482758620689
O112186,C11618,P214375,Electronics,50.7,0.05,2,PayPal,2023-09-22,4,North,No,96.33,7.75,3.81,19,Male,2023,9,September,88.58,91.95473891830167
O112187,C11263,P244361,Beauty,14.03,0.05,2,Credit Card,2025-02-16,4,South,No,26.66,4.18,7.82,51,Male,2025,2,February,22.48,84.32108027006751
O112188,C16523,P245964,Fashion,23.82,0.0,2,UPI,2024-07-03,5,North,No,47.64,5.18,11.49,28,Female,2024,7,July,42.46,89.12678421494542
O112189,C10871,P202109,Sports,103.27,0.05,1,Debit Card,2024-04-16,4,North,No,98.11,6.52,22.91,42,Male,2024,4,April,91.59,93.35439812455407
O112190,C10834,P201320,Beauty,19.94,0.0,2,Credit Card,2024-12-13,7,East,No,39.88,5.13,12.82,35,Male,2024,12,December,34.75,87.13640922768305
O112191,C17638,P247482,Toys,24.32,0.0,1,Credit Card,2025-07-30,4,South,No,24.32,5.53,4.2,19,Male,2025,7,July,18.79,77.26151315789474
O112192,C12822,P215987,Fashion,140.04,0.0,3,UPI,2024-05-14,6,East,No,391.76,9.51,80.58125000000001,51,Other,2024,5,May,382.25,97.57249336328364
O112193,C10918,P237185,Electronics,302.34,0.0,1,Debit Card,2025-06-07,6,East,No,391.76,9.8,58.04,25,Female,2025,6,June,381.96,97.49846845007147
O112194,C11724,P203699,Grocery,36.7,0.1,1,COD,2023-12-16,6,North,No,33.03,4.49,-1.85,57,Male,2023,12,December,28.54,86.40629730547987
O112195,C16598,P249884,Grocery,1.73,0.0,1,Wallet,2024-03-12,6,South,No,1.73,0.82,-0.68,63,Male,2024,3,March,0.91,52.601156069364166
O112196,C12413,P246436,Home,302.34,0.1,1,Debit Card,2024-10-09,8,Central,No,391.76,9.81,80.58125000000001,35,Female,2024,10,October,381.95,97.49591586685726
O112197,C11313,P228209,Electronics,176.33,0.05,1,Debit Card,2023-11-26,5,Central,No,167.51,8.16,11.94,54,Female,2023,11,November,159.35,95.12864903587845
O112198,C15993,P239330,Home,52.65,0.0,1,UPI,2024-05-10,3,North,No,52.65,4.96,9.78,35,Other,2024,5,May,47.69,90.57929724596391
O112199,C14498,P246415,Beauty,15.66,0.05,2,Credit Card,2025-08-16,4,South,No,29.75,5.71,7.68,27,Male,2025,8,August,24.04,80.80672268907563
O112200,C12105,P249127,Toys,32.08,0.0,1,PayPal,2024-08-18,5,West,No,32.08,5.04,7.79,67,Female,2024,8,August,27.04,84.28927680798004
O112201,C12568,P222547,Sports,302.34,0.0,1,Credit Card,2024-05-07,4,South,No,313.39,10.51,80.58125000000001,50,Male,2024,5,May,302.88,96.64635119180573
O112202,C15423,P222939,Electronics,302.34,0.15,1,UPI,2023-09-23,5,South,No,265.7,8.86,23.02,60,Male,2023,9,September,256.84,96.66541211893112
O112203,C11138,P214202,Sports,26.49,0.0,1,Credit Card,2024-08-06,3,North,No,26.49,4.68,3.27,63,Male,2024,8,August,21.81,82.33295583238957
O112204,C10209,P229220,Electronics,128.28,0.0,1,COD,2025-03-16,6,East,No,128.28,5.96,9.43,27,Male,2025,3,March,122.32000000000001,95.35391331462426
O112205,C11064,P221762,Electronics,218.94,0.0,1,Credit Card,2024-04-05,4,West,No,218.94,8.58,17.69,42,Male,2024,4,April,210.35999999999999,96.08111811455193
O112206,C14911,P208796,Home,69.95,0.1,1,Credit Card,2024-06-28,3,Central,No,62.96,6.03,11.6,43,Other,2024,6,June,56.93,90.42249047013978
O112207,C12220,P201722,Electronics,138.45,0.0,1,COD,2024-10-25,7,South,No,138.45,7.4,9.21,52,Male,2024,10,October,131.04999999999998,94.65511014806789
O112208,C10233,P243364,Toys,39.34,0.15,1,Credit Card,2024-03-31,3,North,No,33.44,4.96,8.42,22,Male,2024,3,March,28.479999999999997,85.16746411483254
O112209,C10792,P247304,Home,53.27,0.05,1,Debit Card,2025-07-03,8,East,No,50.61,5.84,8.33,52,Female,2025,7,July,44.769999999999996,88.46077850227228
O112210,C16003,P211674,Beauty,25.01,0.0,1,UPI,2025-08-23,5,South,No,25.01,4.38,6.87,51,Male,2025,8,August,20.630000000000003,82.48700519792084
O112211,C15709,P248415,Beauty,18.99,0.0,2,PayPal,2024-03-23,6,West,No,37.98,4.22,12.87,50,Female,2024,3,March,33.76,88.8888888888889
O112212,C17787,P202812,Grocery,34.84,0.0,1,UPI,2023-09-14,5,West,No,34.84,5.36,-2.57,34,Male,2023,9,September,29.480000000000004,84.61538461538461
O112213,C16936,P242541,Grocery,14.05,0.0,2,Credit Card,2025-09-05,4,South,No,28.1,5.25,-3.0,29,Male,2025,9,September,22.85,81.31672597864768
O112214,C17570,P202278,Toys,9.94,0.0,1,Wallet,2023-09-27,4,Central,No,9.94,4.04,-0.06,66,Male,2023,9,September,5.8999999999999995,59.356136820925556
O112215,C13110,P248222,Home,144.04,0.05,1,PayPal,2023-09-27,5,East,No,136.84,6.2,32.12,65,Female,2023,9,September,130.64000000000001,95.46916106401638
O112216,C12166,P235118,Electronics,174.82,0.0,1,UPI,2024-07-30,5,East,No,174.82,6.21,14.77,24,Male,2024,7,July,168.60999999999999,96.44777485413569
O112217,C10334,P203623,Beauty,5.33,0.2,2,Debit Card,2025-05-07,4,South,No,8.53,3.77,0.07,19,Male,2025,5,May,4.76,55.80304806565065
O112218,C11359,P206530,Home,97.43,0.0,4,Wallet,2024-03-08,5,North,No,389.72,6.66,80.58125000000001,41,Female,2024,3,March,383.06,98.2910807759417
O112219,C17706,P249866,Fashion,101.74,0.2,1,Debit Card,2024-10-05,5,Central,No,81.39,5.76,22.73,53,Female,2024,10,October,75.63,92.92296350903058
O112220,C15735,P215987,Electronics,302.34,0.0,1,PayPal,2024-09-28,5,East,No,391.76,9.95,80.58125000000001,62,Female,2024,9,September,381.81,97.46017970185828
O112221,C15193,P200924,Home,113.32,0.05,1,COD,2025-06-27,5,North,No,107.65,7.83,22.31,20,Female,2025,6,June,99.82000000000001,92.72642823966558
O112222,C11214,P219546,Sports,128.23,0.0,3,Credit Card,2025-01-15,5,Central,No,384.69,7.27,80.58125000000001,59,Male,2025,1,January,377.42,98.11016662767423
O112223,C14419,P237297,Beauty,26.11,0.0,1,UPI,2023-10-01,6,East,Yes,26.11,6.19,5.56,64,Female,2023,10,October,19.919999999999998,76.29260819609345
O112224,C17154,P212270,Toys,34.75,0.0,2,PayPal,2025-01-09,4,North,No,69.5,7.21,20.59,62,Male,2025,1,January,62.29,89.62589928057554
O112225,C17314,P218953,Home,24.35,0.0,1,Debit Card,2025-05-28,5,West,No,24.35,5.23,1.59,27,Female,2025,5,May,19.12,78.52156057494867
O112226,C15886,P235583,Fashion,30.23,0.0,1,UPI,2024-10-30,6,South,Yes,30.23,4.54,6.04,54,Male,2024,10,October,25.69,84.98180615282833
O112227,C10283,P223356,Beauty,10.15,0.05,1,Credit Card,2024-12-12,4,West,No,9.64,2.32,2.02,57,Male,2024,12,December,7.32,75.93360995850622
O112228,C10212,P204578,Grocery,1.09,0.05,1,Credit Card,2024-02-20,4,South,No,1.04,0.0,0.08,58,Female,2024,2,February,1.04,100.0
O112229,C11658,P204462,Electronics,302.34,0.15,3,UPI,2024-12-19,6,East,No,391.76,12.69,80.58125000000001,23,Male,2024,12,December,379.07,96.76077190116398
O112230,C14078,P200888,Beauty,6.53,0.0,1,Credit Card,2024-01-03,4,North,No,6.53,2.42,0.52,69,Male,2024,1,January,4.11,62.94027565084227
O112231,C15837,P222332,Fashion,24.21,0.0,2,Credit Card,2024-07-19,6,West,Yes,48.42,5.09,11.86,30,Female,2024,7,July,43.33,89.48781495249895
O112232,C15024,P219862,Electronics,302.34,0.1,3,Credit Card,2024-02-18,5,West,No,391.76,12.945,80.58125000000001,58,Male,2024,2,February,378.815,96.69568102920155
O112233,C14847,P219973,Home,178.23,0.1,3,Debit Card,2023-12-29,4,West,Yes,391.76,9.49,80.58125000000001,49,Female,2023,12,December,382.27,97.57759852971206
O112234,C11417,P246410,Sports,92.47,0.05,4,PayPal,2023-12-22,4,Central,No,351.39,8.1,80.58125000000001,62,Male,2023,12,December,343.28999999999996,97.69486894903099
O112235,C12386,P201723,Beauty,12.1,0.0,1,PayPal,2025-04-26,7,West,No,12.1,4.03,1.42,33,Male,2025,4,April,8.07,66.69421487603306
O112236,C15917,P223410,Electronics,285.39,0.15,3,Wallet,2025-08-05,6,East,No,391.76,8.91,78.42,31,Other,2025,8,August,382.84999999999997,97.7256483561364
O112237,C15141,P208602,Beauty,4.42,0.0,1,Credit Card,2025-07-13,3,Central,No,4.42,2.96,-0.97,22,Male,2025,7,July,1.46,33.03167420814479
O112238,C11794,P218614,Fashion,68.89,0.0,5,UPI,2024-02-25,4,South,No,344.45,8.69,80.58125000000001,37,Female,2024,2,February,335.76,97.47713746552475
O112239,C15988,P244154,Fashion,18.32,0.0,3,Credit Card,2024-05-25,5,South,No,54.96,5.49,13.75,66,Male,2024,5,May,49.47,90.01091703056768
O112240,C10104,P218444,Fashion,37.08,0.0,1,COD,2024-08-07,5,West,No,37.08,5.69,7.29,52,Male,2024,8,August,31.389999999999997,84.65480043149945
O112241,C15585,P202613,Toys,3.95,0.0,3,Wallet,2024-11-21,5,West,No,11.85,3.33,1.41,45,Male,2024,11,November,8.52,71.89873417721519
O112242,C15578,P242772,Electronics,302.34,0.0,1,Credit Card,2024-05-27,6,South,No,391.76,8.89,45.49,44,Male,2024,5,May,382.87,97.73075352256484
O112243,C15551,P223082,Fashion,116.2,0.0,2,COD,2024-05-07,7,West,No,232.4,6.97,74.37,57,Female,2024,5,May,225.43,97.00086058519794
O112244,C14865,P215980,Home,90.14,0.0,1,Debit Card,2025-02-18,6,West,No,90.14,5.08,20.16,34,Female,2025,2,February,85.06,94.3643221655203
O112245,C16859,P244866,Beauty,5.13,0.05,2,UPI,2024-04-18,7,West,No,9.75,3.89,0.5,38,Male,2024,4,April,5.859999999999999,60.102564102564095
O112246,C13893,P200677,Toys,59.07,0.0,3,PayPal,2024-06-05,4,Central,No,177.21,6.34,64.54,55,Male,2024,6,June,170.87,96.42232379662548
O112247,C13845,P211102,Sports,68.26,0.05,1,Debit Card,2025-04-07,4,North,No,64.85,5.42,14.03,27,Male,2025,4,April,59.42999999999999,91.64225134926754
O112248,C13690,P240498,Sports,18.24,0.1,1,Debit Card,2025-07-07,3,Central,No,16.42,4.35,0.58,57,Male,2025,7,July,12.070000000000002,73.50791717417783
O112249,C16906,P243211,Fashion,15.27,0.05,1,Credit Card,2024-06-10,5,West,No,14.51,3.29,1.79,43,Female,2024,6,June,11.219999999999999,77.32598208132322
O112250,C16055,P203004,Grocery,2.68,0.0,1,Wallet,2024-10-21,5,West,No,2.68,2.03,-1.82,54,Male,2024,10,October,0.6500000000000004,24.253731343283594
O112251,C16123,P248170,Home,38.97,0.0,1,Wallet,2024-12-30,6,South,No,38.97,6.59,4.32,64,Female,2024,12,December,32.379999999999995,83.08955606877085
O112252,C13292,P208986,Electronics,105.04,0.0,2,Wallet,2024-10-23,4,West,No,210.08,7.73,17.48,22,Male,2024,10,October,202.35000000000002,96.32044935262758
O112253,C10378,P233496,Sports,261.97,0.0,1,UPI,2024-10-17,6,South,Yes,261.97,9.24,69.35,24,Male,2024,10,October,252.73000000000002,96.4728785738825
O112254,C13293,P226269,Beauty,8.75,0.1,1,COD,2025-07-07,5,South,No,7.88,4.23,-0.68,23,Female,2025,7,July,3.6499999999999995,46.31979695431471
O112255,C13329,P214173,Electronics,239.58,0.1,1,Debit Card,2023-09-28,3,Central,No,215.62,6.93,18.94,22,Female,2023,9,September,208.69,96.78601242927371
O112256,C14808,P247609,Grocery,18.23,0.0,1,Credit Card,2025-07-19,5,Central,No,18.23,5.19,-3.73,54,Female,2025,7,July,13.04,71.53044432254525
O112257,C13438,P221118,Beauty,30.69,0.05,3,Credit Card,2023-12-24,7,North,No,87.47,8.29,31.07,58,Male,2023,12,December,79.18,90.52246484508976
O112258,C17937,P232958,Home,302.34,0.15,4,UPI,2024-08-14,6,West,No,391.76,12.32,80.58125000000001,50,Male,2024,8,August,379.44,96.85521748008985
O112259,C15468,P214089,Home,302.34,0.15,2,Wallet,2024-03-18,4,Central,No,391.76,10.88,80.58125000000001,57,Male,2024,3,March,380.88,97.22278946293649
O112260,C10224,P242956,Fashion,46.57,0.1,1,Credit Card,2024-03-27,4,South,No,41.91,7.34,7.33,33,Male,2024,3,March,34.56999999999999,82.48628012407539
O112261,C15833,P243067,Grocery,19.37,0.0,2,Debit Card,2025-01-14,5,South,No,38.74,4.22,-1.12,67,Male,2025,1,January,34.52,89.10686628807434
O112262,C10737,P220250,Sports,57.97,0.2,1,PayPal,2024-07-20,5,South,No,46.38,4.6,9.31,24,Male,2024,7,July,41.78,90.08193186718412
O112263,C10235,P226065,Beauty,16.74,0.05,1,Credit Card,2023-12-07,3,North,No,15.9,4.98,2.17,68,Other,2023,12,December,10.92,68.67924528301886
O112264,C14278,P213690,Beauty,5.7,0.05,3,Debit Card,2024-07-22,5,West,No,16.24,4.8,2.51,39,Male,2024,7,July,11.439999999999998,70.44334975369458
O112265,C10711,P213740,Toys,24.01,0.15,1,Credit Card,2024-07-21,3,North,No,20.41,3.34,4.82,68,Female,2024,7,July,17.07,83.63547280744733
O112266,C15988,P243069,Beauty,10.73,0.0,1,UPI,2023-12-11,3,North,No,10.73,4.65,0.18,29,Male,2023,12,December,6.08,56.66356011183598
O112267,C17925,P238807,Electronics,77.05,0.0,1,Debit Card,2025-05-02,5,South,No,77.05,6.38,2.87,67,Other,2025,5,May,70.67,91.71966255678132
O112268,C16587,P239213,Sports,20.17,0.0,1,Credit Card,2024-12-27,7,East,No,20.17,3.21,2.84,26,Male,2024,12,December,16.96,84.0852751611304
O112269,C11888,P241597,Beauty,34.4,0.0,1,PayPal,2025-02-23,4,South,No,34.4,4.31,11.17,60,Male,2025,2,February,30.09,87.47093023255815
O112270,C14718,P204045,Grocery,4.42,0.0,4,Debit Card,2025-07-10,5,South,No,17.68,4.4,-2.99,64,Female,2025,7,July,13.28,75.1131221719457
O112271,C17173,P205624,Sports,154.51,0.05,1,PayPal,2024-04-05,5,South,No,146.78,5.82,38.21,20,Female,2024,4,April,140.96,96.03488213653087
O112272,C11259,P220542,Fashion,121.21,0.0,1,Debit Card,2024-07-07,6,East,No,121.21,7.87,34.55,40,Male,2024,7,July,113.33999999999999,93.50713637488656
O112273,C15246,P243779,Electronics,185.46,0.0,1,Debit Card,2024-11-22,4,South,No,185.46,5.95,16.31,62,Male,2024,11,November,179.51000000000002,96.79176102663648
O112274,C17271,P220495,Home,217.94,0.05,1,Credit Card,2025-04-28,6,East,No,207.04,6.64,51.33,25,Male,2025,4,April,200.4,96.79289026275116
O112275,C10748,P239602,Sports,65.06,0.1,1,Credit Card,2024-04-23,6,South,No,58.55,6.05,11.51,32,Female,2024,4,April,52.5,89.666951323655
O112276,C13986,P209033,Electronics,302.34,0.15,1,COD,2023-12-20,5,West,No,391.76,9.78,44.36,18,Female,2023,12,December,381.98,97.5035736164999
O112277,C13551,P221604,Sports,46.02,0.05,3,UPI,2024-02-20,3,North,No,131.16,6.82,32.53,47,Female,2024,2,February,124.34,94.8002439768222
